pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
13,New Brunswick,Nouveau-Brunswick,5/4/2020,,118,0,0,118,14559,,118,100,18630,,0,0,15.1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,5/4/2020,,985,0,38,985,31571,,638,64.77,32237,,14,1.44,100.58,3.88,1,3.86,379,,14,31.37,309,31.55,264,26.96,29,2.96,85,8.68,14,1.43,12,1.24,2,0.2
11,Prince Edward Island,Île-du-Prince-Édouard,5/4/2020,,27,0,0,27,3138,,25,92.59,19659,,0,0,16.91,0,0,0,0,,1,7.41,2,1.25,1,0.63,0,0,1,0.63,0,0,0,0.09,0,0
60,Yukon,Yukon,5/4/2020,,11,0,0,11,1023,,11,100,24327,,0,0,26.16,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,5/4/2020,,5,0,0,5,1697,,5,100,37577,,0,0,11.07,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,5/4/2020,,60761,11,3859,60772,919444,,26017,42.81,24193,,1298,2.18,159.9,10.15,172,6.35,21924,,1109,50.84,30896,81.29,23941,62.99,2164,5.69,12272,32.29,1147,3.02,1753,4.61,164,0.43
59,British Columbia,Colombie-Britannique,5/5/2020,,2232,0,121,2232,84288,,1472,65.95,16374,,8,0.36,43.36,2.35,4,5.42,1426,,55,28.63,639,12.41,508,9.87,34,0.66,179,3.48,16,0.31,26,0.5,2,0.04
48,Alberta,Alberta,5/5/2020,,5893,0,106,5893,157137,,3219,54.62,35536,,57,0.98,133.27,2.4,2,1.8,5014,,277,43.58,2568,58.07,2798,63.28,45,1.02,1043,23.59,26,0.59,149,3.37,4,0.08
47,Saskatchewan,Saskatchewan,5/5/2020,,487,0,6,487,30664,,310,63.66,26016,,20,4.28,41.32,0.51,0,1.23,493,,3,35.11,171,14.51,167,14.17,2,0.17,121,10.27,1,0.08,17,1.47,0,0.01
46,Manitoba,Manitoba,5/5/2020,,271,11,7,282,27202,,238,84.4,19722,,1,0.36,20.45,0.51,1,2.48,345,,0,13.12,37,2.68,27,1.96,1,0.07,10,0.73,1,0.07,1,0.1,0,0.01
35,Ontario,Ontario,5/5/2020,,18310,0,1366,18310,341180,,12779,69.79,23156,,387,2.16,124.27,9.27,61,7.46,10305,,274,22.75,4165,28.27,6575,44.62,739,5.02,2929,19.88,410,2.78,418,2.84,59,0.4
24,Quebec,Québec,5/5/2020,,33417,0,2398,33417,239241,,7923,23.71,27901,,794,2.43,389.72,27.97,118,7.18,4105,,345,69.11,23096,269.35,13291,155,1357,15.83,7660,89.33,716,8.35,1094,12.76,102,1.19
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/5/2020,,259,0,3,259,9127,,241,93.05,17481,,0,0,49.61,0.57,0,1.16,192,,8,5.79,15,2.87,2,0.38,0,0,1,0.19,0,0,0,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,5/5/2020,,119,0,0,119,14982,,118,99.16,19171,,1,0.85,15.23,0,0,0,423,,0,0.84,1,0.13,1,0.13,0,0,1,0.13,0,0,0,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,5/5/2020,,991,0,41,991,32146,,652,65.79,32824,,6,0.61,101.19,4.19,3,4.14,575,,14,30.07,298,30.43,254,25.94,31,3.17,76,7.76,14,1.43,11,1.11,2,0.2
11,Prince Edward Island,Île-du-Prince-Édouard,5/5/2020,,27,0,0,27,3341,,25,92.59,20930,,0,0,16.91,0,0,0,203,,0,7.41,2,1.25,1,0.63,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,5/5/2020,,11,0,0,11,1028,,11,100,24446,,0,0,26.16,0,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,5/5/2020,,5,0,0,5,1698,,5,100,37599,,0,0,11.07,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,5/5/2020,,62035,11,4048,62046,942602,,26993,43.5,24802,,1274,2.1,163.26,10.65,189,6.52,23158,,976,49.97,31005,81.58,23624,62.16,2209,5.81,12020,31.63,1184,3.12,1717,4.52,169,0.45
59,British Columbia,Colombie-Britannique,5/6/2020,,2255,0,124,2255,85812,,1494,66.25,16670,,23,1.03,43.81,2.41,3,5.5,1524,,22,28.25,637,12.37,460,8.94,34,0.66,168,3.26,15,0.29,24,0.47,2,0.04
48,Alberta,Alberta,5/6/2020,,5963,0,112,5963,160185,,3552,59.57,36226,,70,1.19,134.85,2.53,6,1.88,3048,,333,38.55,2299,51.99,2562,57.94,46,1.04,798,18.05,25,0.57,114,2.58,4,0.08
47,Saskatchewan,Saskatchewan,5/6/2020,,512,0,6,512,31247,,312,60.94,26510,,25,5.13,43.44,0.51,0,1.17,583,,2,37.89,194,16.46,186,15.78,2,0.17,129,10.94,0,0,18,1.56,0,0
46,Manitoba,Manitoba,5/6/2020,,273,11,7,284,27712,,242,85.21,20092,,2,0.71,20.59,0.51,0,2.46,510,,4,12.32,35,2.54,27,1.96,1,0.07,11,0.8,1,0.07,2,0.11,0,0.01
35,Ontario,Ontario,5/6/2020,,18722,0,1434,18722,353717,,13222,70.62,24007,,412,2.25,127.07,9.73,68,7.66,12537,,443,21.72,4066,27.6,6477,43.96,770,5.23,2994,20.32,433,2.94,428,2.9,62,0.42
24,Quebec,Québec,5/6/2020,,34327,0,2510,34327,250654,,8284,24.13,29232,,910,2.72,400.33,29.27,112,7.31,11413,,361,68.56,23533,274.45,13362,155.83,1376,16.05,7733,90.19,749,8.74,1105,12.88,107,1.25
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/6/2020,,259,0,3,259,9295,,244,94.21,17803,,0,0,49.61,0.57,0,1.16,168,,3,4.63,12,2.3,3,0.57,0,0,1,0.19,0,0,0,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,5/6/2020,,120,0,0,120,15324,,118,98.33,19609,,1,0.84,15.36,0,0,0,342,,0,1.67,2,0.26,2,0.26,0,0,2,0.26,0,0,0,0.04,0,0
12,Nova Scotia,Nouvelle-Écosse,5/6/2020,,998,0,41,998,32869,,661,66.23,33562,,7,0.71,101.9,4.19,0,4.11,723,,9,29.66,296,30.22,226,23.08,29,2.96,63,6.43,13,1.33,9,0.92,2,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,5/6/2020,,27,0,0,27,3454,,26,96.3,21638,,0,0,16.91,0,0,0,113,,1,3.7,1,0.63,1,0.63,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,5/6/2020,,11,0,0,11,1041,,11,100,24755,,0,0,26.16,0,0,0,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,5/6/2020,,5,0,0,5,1723,,5,100,38152,,0,0,11.07,0,0,0,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,5/6/2020,,63485,11,4237,63496,973634,,28171,44.37,25618,,1450,2.34,167.07,11.15,189,6.67,31032,,1178,48.96,31088,81.8,23306,61.32,2258,5.94,11899,31.31,1236,3.25,1700,4.47,177,0.46
59,British Columbia,Colombie-Britannique,5/7/2020,,2288,0,126,2288,87779,,1512,66.08,17052,,33,1.46,44.45,2.45,2,5.51,1967,,18,28.41,650,12.63,464,9.01,32,0.62,176,3.42,15,0.29,25,0.49,2,0.04
48,Alberta,Alberta,5/7/2020,,6017,0,114,6017,163510,,3809,63.3,36978,,54,0.91,136.07,2.58,2,1.89,3325,,257,34.8,2094,47.36,2297,51.95,47,1.06,662,14.97,25,0.57,95,2.14,4,0.08
47,Saskatchewan,Saskatchewan,5/7/2020,,531,0,6,531,31926,,329,61.96,27086,,19,3.71,45.05,0.51,0,1.13,679,,17,36.91,196,16.63,200,16.97,2,0.17,142,12.05,0,0,20,1.72,0,0
46,Manitoba,Manitoba,5/7/2020,,272,11,7,283,28232,,243,85.87,20469,,1,-0.35,20.52,0.51,0,2.47,520,,1,11.66,33,2.39,21,1.52,1,0.07,8,0.58,1,0.07,1,0.08,0,0.01
35,Ontario,Ontario,5/7/2020,,19121,0,1482,19121,368400,,13569,70.96,25003,,399,2.13,129.77,10.06,48,7.75,14683,,347,21.29,4070,27.62,6242,42.36,764,5.19,2934,19.91,395,2.68,419,2.84,56,0.38
24,Quebec,Québec,5/7/2020,,35238,0,2631,35238,259794,,8673,24.61,30298,,911,2.65,410.96,30.68,121,7.47,9140,,389,67.92,23934,279.13,13400,156.28,1388,16.19,7700,89.8,772,9,1100,12.83,110,1.29
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/7/2020,,261,0,3,261,9451,,244,93.49,18102,,2,0.77,49.99,0.57,0,1.15,156,,0,5.36,14,2.68,5,0.96,0,0,3,0.57,0,0,0,0.08,0,0
13,New Brunswick,Nouveau-Brunswick,5/7/2020,,120,0,0,120,15700,,118,98.33,20090,,0,0,15.36,0,0,0,376,,0,1.67,2,0.26,2,0.26,0,0,2,0.26,0,0,0,0.04,0,0
12,Nova Scotia,Nouvelle-Écosse,5/7/2020,,1007,0,44,1007,33541,,708,70.31,34248,,9,0.9,102.82,4.49,3,4.37,672,,47,25.32,255,26.04,180,18.38,28,2.86,60,6.13,16,1.63,9,0.88,2,0.23
11,Prince Edward Island,Île-du-Prince-Édouard,5/7/2020,,27,0,0,27,3550,,26,96.3,22240,,0,0,16.91,0,0,0,96,,0,3.7,1,0.63,1,0.63,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,5/7/2020,,11,0,0,11,1065,,11,100,25326,,0,0,26.16,0,0,0,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,5/7/2020,,5,0,0,5,1740,,5,100,38529,,0,0,11.07,0,0,0,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,5/7/2020,,64911,11,4413,64922,1005294,,29247,45.05,26451,,1426,2.25,170.82,11.61,176,6.8,31660,,1076,48.15,31262,82.26,22812,60.02,2262,5.95,11686,30.75,1224,3.22,1669,4.39,175,0.46
59,British Columbia,Colombie-Britannique,5/8/2020,,2315,0,127,2315,89764,,1579,68.21,17438,,27,1.18,44.97,2.47,1,5.49,1985,,67,26.31,609,11.83,462,8.97,29,0.56,170,3.3,15,0.29,24,0.47,2,0.04
48,Alberta,Alberta,5/8/2020,,6098,0,115,6098,166327,,4020,65.92,37615,,81,1.35,137.91,2.6,1,1.89,2817,,211,32.19,1963,44.39,2081,47.06,43,0.97,525,11.87,23,0.52,75,1.7,3,0.07
47,Saskatchewan,Saskatchewan,5/8/2020,,544,0,6,544,32620,,335,61.58,27675,,13,2.45,46.15,0.51,0,1.1,694,,6,37.32,203,17.22,203,17.22,2,0.17,129,10.94,0,0,18,1.56,0,0
46,Manitoba,Manitoba,5/8/2020,,273,11,7,284,28742,,247,86.97,20839,,1,0.35,20.59,0.51,0,2.46,510,,4,10.56,30,2.18,21,1.52,1,0.07,5,0.36,1,0.07,1,0.05,0,0.01
35,Ontario,Ontario,5/8/2020,,19598,0,1545,19598,384162,,13990,71.38,26073,,477,2.49,133.01,10.49,63,7.88,15762,,421,20.73,4063,27.58,6079,41.26,777,5.27,2990,20.29,419,2.84,427,2.9,60,0.41
24,Quebec,Québec,5/8/2020,,36150,0,2725,36150,266444,,8928,24.7,31074,,912,2.59,421.6,31.78,94,7.54,6650,,255,67.76,24497,285.69,13534,157.84,1385,16.15,7502,87.49,703,8.2,1072,12.5,100,1.17
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/8/2020,,261,0,3,261,9571,,244,93.49,18332,,0,0,49.99,0.57,0,1.15,120,,0,5.36,14,2.68,5,0.96,0,0,2,0.38,0,0,0,0.05,0,0
13,New Brunswick,Nouveau-Brunswick,5/8/2020,,120,0,0,120,16068,,118,98.33,20561,,0,0,15.36,0,0,0,368,,0,1.67,2,0.26,2,0.26,0,0,2,0.26,0,0,0,0.04,0,0
12,Nova Scotia,Nouvelle-Écosse,5/8/2020,,1008,0,46,1008,34081,,722,71.63,34800,,1,0.1,102.93,4.7,2,4.56,540,,14,23.81,240,24.51,158,16.13,30,3.06,49,5,17,1.74,7,0.71,2,0.25
11,Prince Edward Island,Île-du-Prince-Édouard,5/8/2020,,27,0,0,27,3667,,27,100,22973,,0,0,16.91,0,0,0,117,,1,0,0,0,1,0.63,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,5/8/2020,,11,0,0,11,1065,,11,100,25326,,0,0,26.16,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,5/8/2020,,5,0,0,5,1768,,5,100,39149,,0,0,11.07,0,0,0,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,5/8/2020,,66423,11,4574,66434,1034905,,30226,45.5,27231,,1512,2.33,174.8,12.04,161,6.89,29611,,979,47.62,31634,83.24,22546,59.32,2267,5.96,11373,29.92,1178,3.1,1625,4.27,168,0.44
59,British Columbia,Colombie-Britannique,5/9/2020,,2330,0,129,2330,91668,,1659,71.2,17808,,15,0.65,45.26,2.51,2,5.54,1904,,80,23.26,542,10.53,382,7.42,29,0.56,159,3.09,15,0.29,23,0.44,2,0.04
48,Alberta,Alberta,5/9/2020,,6157,0,116,6157,169415,,4204,68.28,38313,,59,0.97,139.24,2.62,1,1.88,3088,,184,29.84,1837,41.54,1924,43.51,43,0.97,487,11.01,22,0.5,70,1.57,3,0.07
47,Saskatchewan,Saskatchewan,5/9/2020,,553,0,6,553,33453,,340,61.48,28382,,9,1.65,46.92,0.51,0,1.08,833,,5,37.43,207,17.56,204,17.31,2,0.17,132,11.2,0,0,19,1.6,0,0
46,Manitoba,Manitoba,5/9/2020,,273,11,7,284,29438,,247,86.97,21343,,0,0,20.59,0.51,0,2.46,696,,0,10.56,30,2.18,17,1.23,1,0.07,4,0.29,1,0.07,1,0.04,0,0.01
35,Ontario,Ontario,5/9/2020,,19944,0,1604,19944,402761,,14383,72.12,27335,,346,1.77,135.36,10.89,59,8.04,18599,,393,19.84,3957,26.86,5949,40.38,788,5.35,2825,19.17,423,2.87,404,2.74,60,0.41
24,Quebec,Québec,5/9/2020,,36986,0,2786,36986,276787,,9268,25.06,32280,,836,2.31,431.35,32.49,61,7.53,10343,,340,67.41,24932,290.77,13719,160,1340,15.63,7330,85.49,650,7.58,1047,12.21,93,1.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/9/2020,,261,0,3,261,9699,,244,93.49,18577,,0,0,49.99,0.57,0,1.15,128,,0,5.36,14,2.68,4,0.77,0,0,2,0.38,0,0,0,0.05,0,0
13,New Brunswick,Nouveau-Brunswick,5/9/2020,,120,0,0,120,16417,,118,98.33,21008,,0,0,15.36,0,0,0,349,,0,1.67,2,0.26,2,0.26,0,0,2,0.26,0,0,0,0.04,0,0
12,Nova Scotia,Nouvelle-Écosse,5/9/2020,,1011,0,47,1011,34531,,743,73.49,35259,,3,0.3,103.23,4.8,1,4.65,450,,21,21.86,221,22.57,146,14.91,25,2.55,48,4.9,16,1.63,7,0.7,2,0.23
11,Prince Edward Island,Île-du-Prince-Édouard,5/9/2020,,27,0,0,27,3777,,27,100,23662,,0,0,16.91,0,0,0,110,,0,0,0,0,1,0.63,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,5/9/2020,,11,0,0,11,1075,,11,100,25564,,0,0,26.16,0,0,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,5/9/2020,,5,0,0,5,1790,,5,100,39636,,0,0,11.07,0,0,0,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,5/9/2020,,67691,11,4698,67702,1071455,,31249,46.16,28192,,1268,1.91,178.14,12.36,124,6.94,36550,,1023,46.9,31755,83.55,22348,58.8,2228,5.86,10988,28.91,1127,2.97,1570,4.13,161,0.42
59,British Columbia,Colombie-Britannique,5/10/2020,,2330,0,129,2330,93431,,1659,71.2,18150,,0,0,45.26,2.51,0,5.54,1763,,0,23.26,542,10.53,382,7.42,29,0.56,159,3.09,15,0.29,23,0.44,2,0.04
48,Alberta,Alberta,5/10/2020,,6253,0,117,6253,173023,,4389,70.19,39129,,96,1.56,141.41,2.65,1,1.87,3608,,185,27.94,1747,39.51,1773,40.1,44,1,487,11.01,22,0.5,70,1.57,3,0.07
47,Saskatchewan,Saskatchewan,5/10/2020,,564,0,6,564,34093,,349,61.88,28925,,11,1.99,47.85,0.51,0,1.06,640,,9,37.06,209,17.73,211,17.9,2,0.17,131,11.11,0,0,19,1.59,0,0
46,Manitoba,Manitoba,5/10/2020,,276,11,7,287,30046,,247,86.06,21784,,3,1.06,20.81,0.51,0,2.44,608,,0,11.5,33,2.39,16,1.16,1,0.07,6,0.44,1,0.07,1,0.06,0,0.01
35,Ontario,Ontario,5/10/2020,,20238,0,1639,20238,419802,,14772,72.99,28492,,294,1.47,137.36,11.12,35,8.1,17041,,389,18.91,3827,25.97,5806,39.41,799,5.42,2685,18.22,418,2.84,384,2.6,60,0.41
24,Quebec,Québec,5/10/2020,,37721,0,2928,37721,278389,,9526,25.25,32467,,735,1.99,439.92,34.15,142,7.76,1602,,258,66.98,25267,294.67,13614,158.77,1413,16.48,5856,68.29,723,8.43,837,9.76,103,1.2
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/10/2020,,261,0,3,261,9802,,244,93.49,18774,,0,0,49.99,0.57,0,1.15,103,,0,5.36,14,2.68,3,0.57,0,0,2,0.38,0,0,0,0.05,0,0
13,New Brunswick,Nouveau-Brunswick,5/10/2020,,120,0,0,120,16750,,118,98.33,21434,,0,0,15.36,0,0,0,333,,0,1.67,2,0.26,2,0.26,0,0,2,0.26,0,0,0,0.04,0,0
12,Nova Scotia,Nouvelle-Écosse,5/10/2020,,1018,0,47,1018,34820,,749,73.58,35554,,7,0.69,103.95,4.8,0,4.62,289,,6,21.81,222,22.67,145,14.81,23,2.35,47,4.8,10,1.02,7,0.69,1,0.15
11,Prince Edward Island,Île-du-Prince-Édouard,5/10/2020,,27,0,0,27,3846,,27,100,24094,,0,0,16.91,0,0,0,69,,0,0,0,0,1,0.63,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,5/10/2020,,11,0,0,11,1075,,11,100,25564,,0,0,26.16,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,5/10/2020,,5,0,0,5,1799,,5,100,39835,,0,0,11.07,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,5/10/2020,,68837,11,4876,68848,1097520,,32096,46.62,28878,,1146,1.69,181.15,12.83,178,7.08,26065,,847,46.3,31876,83.87,21953,57.76,2311,6.08,9374,24.67,1189,3.13,1339,3.52,170,0.45
59,British Columbia,Colombie-Britannique,5/11/2020,,2353,0,130,2353,94027,,1719,73.06,18266,,23,0.99,45.71,2.53,1,5.52,596,,60,21.42,504,9.79,355,6.9,27,0.52,129,2.51,13,0.25,18,0.36,2,0.04
48,Alberta,Alberta,5/11/2020,,6300,0,117,6300,175502,,4659,73.95,39689,,47,0.75,142.47,2.65,0,1.86,2479,,270,24.19,1524,34.47,1604,36.27,42,0.95,464,10.49,13,0.29,66,1.5,2,0.04
47,Saskatchewan,Saskatchewan,5/11/2020,,568,0,6,568,34585,,363,63.91,29342,,4,0.71,48.19,0.51,0,1.06,492,,14,35.04,199,16.88,203,17.22,1,0.08,101,8.57,0,0,14,1.22,0,0
46,Manitoba,Manitoba,5/11/2020,,278,11,7,289,30398,,247,85.47,22039,,2,0.7,20.95,0.51,0,2.42,352,,0,12.11,35,2.54,17,1.23,1,0.07,8,0.58,1,0.07,1,0.08,0,0.01
35,Ontario,Ontario,5/11/2020,,20546,0,1674,20546,433316,,15131,73.64,29409,,308,1.52,139.45,11.36,35,8.15,13514,,359,18.21,3741,25.39,5690,38.62,777,5.27,2623,17.8,369,2.5,375,2.54,53,0.36
24,Quebec,Québec,5/11/2020,,38469,0,3013,38469,284239,,9703,25.22,33149,,748,1.98,448.64,35.14,85,7.83,5850,,177,66.94,25753,300.34,13487,157.29,1414,16.49,5846,68.18,733,8.55,835,9.74,105,1.22
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/11/2020,,261,0,3,261,9896,,244,93.49,18954,,0,0,49.99,0.57,0,1.15,94,,0,5.36,14,2.68,3,0.57,0,0,2,0.38,0,0,0,0.05,0,0
13,New Brunswick,Nouveau-Brunswick,5/11/2020,,120,0,0,120,17184,,118,98.33,21989,,0,0,15.36,0,0,0,434,,0,1.67,2,0.26,2,0.26,0,0,2,0.26,0,0,0,0.04,0,0
12,Nova Scotia,Nouvelle-Écosse,5/11/2020,,1019,0,48,1019,35023,,767,75.27,35761,,1,0.1,104.05,4.9,1,4.71,203,,18,20.02,204,20.83,119,12.15,24,2.45,34,3.47,10,1.02,5,0.5,1,0.15
11,Prince Edward Island,Île-du-Prince-Édouard,5/11/2020,,27,0,0,27,3910,,27,100,24495,,0,0,16.91,0,0,0,64,,0,0,0,0,1,0.63,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,5/11/2020,,11,0,0,11,1088,,11,100,25873,,0,0,26.16,0,0,0,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,5/11/2020,,5,0,0,5,1809,,5,100,40057,,0,0,11.07,0,0,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,5/11/2020,,69970,11,4998,69981,1121629,,32994,47.15,29512,,1133,1.65,184.14,13.15,122,7.14,24109,,898,45.71,31989,84.17,21481,56.52,2286,6.01,9209,24.23,1139,3,1316,3.46,163,0.43
59,British Columbia,Colombie-Britannique,5/12/2020,,2360,0,131,2360,95558,,1832,77.63,18563,,7,0.3,45.85,2.54,1,5.55,1531,,113,16.82,397,7.71,307,5.96,26,0.51,128,2.49,10,0.19,18,0.36,1,0.03
48,Alberta,Alberta,5/12/2020,,6345,0,118,6345,178208,,4866,76.69,40301,,45,0.71,143.49,2.67,1,1.86,2706,,207,21.45,1361,30.78,1495,33.81,38,0.86,452,10.22,12,0.27,65,1.46,2,0.04
47,Saskatchewan,Saskatchewan,5/12/2020,,573,0,6,573,34801,,374,65.27,29525,,5,0.88,48.61,0.51,0,1.05,216,,11,33.68,193,16.37,207,17.56,1,0.08,86,7.3,0,0,12,1.04,0,0
46,Manitoba,Manitoba,5/12/2020,,279,11,7,290,30799,,251,86.55,22330,,1,0.35,21.03,0.51,0,2.41,401,,4,11.03,32,2.32,18,1.31,1,0.07,8,0.58,0,0,1,0.08,0,0
35,Ontario,Ontario,5/12/2020,,20907,0,1730,20907,444882,,15391,73.62,30194,,361,1.76,141.9,11.74,56,8.27,11566,,260,18.11,3786,25.7,5526,37.51,774,5.25,2597,17.63,364,2.47,371,2.52,52,0.35
24,Quebec,Québec,5/12/2020,,39225,0,3131,39225,290888,,10056,25.64,33924,,756,1.97,457.46,36.51,118,7.98,6649,,353,66.38,26038,303.67,13468,157.07,1449,16.9,5808,67.74,733,8.55,830,9.68,105,1.22
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/12/2020,,261,0,3,261,10043,,247,94.64,19236,,0,0,49.99,0.57,0,1.15,147,,3,4.21,11,2.11,3,0.57,0,0,2,0.38,0,0,0,0.05,0,0
13,New Brunswick,Nouveau-Brunswick,5/12/2020,,120,0,0,120,17339,,118,98.33,22188,,0,0,15.36,0,0,0,155,,0,1.67,2,0.26,2,0.26,0,0,1,0.13,0,0,0,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,5/12/2020,,1020,0,48,1020,35430,,864,84.71,36177,,1,0.1,104.15,4.9,0,4.71,407,,97,10.59,108,11.03,105,10.72,21,2.14,29,2.96,7,0.71,4,0.42,1,0.1
11,Prince Edward Island,Île-du-Prince-Édouard,5/12/2020,,27,0,0,27,4029,,27,100,25240,,0,0,16.91,0,0,0,119,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,5/12/2020,,11,0,0,11,1094,,11,100,26015,,0,0,26.16,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,5/12/2020,,5,0,0,5,1817,,5,100,40234,,0,0,11.07,0,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,5/12/2020,,71146,11,5174,71157,1145568,,34042,47.84,30142,,1176,1.68,187.23,13.61,176,7.27,23939,,1048,44.89,31941,84.04,21131,55.6,2310,6.08,9111,23.97,1126,2.96,1302,3.42,161,0.42
59,British Columbia,Colombie-Britannique,5/13/2020,,2376,0,132,2376,97060,,1859,78.24,18855,,16,0.68,46.16,2.56,1,5.56,1502,,27,16.2,385,7.48,289,5.61,23,0.45,121,2.35,8,0.16,17,0.34,1,0.02
48,Alberta,Alberta,5/13/2020,,6407,0,120,6407,181624,,5076,79.23,41074,,62,0.98,144.89,2.71,2,1.87,3416,,210,18.9,1211,27.39,1242,28.09,33,0.75,444,10.04,8,0.18,63,1.43,1,0.03
47,Saskatchewan,Saskatchewan,5/13/2020,,577,0,6,577,35189,,385,66.72,29855,,4,0.7,48.95,0.51,0,1.04,388,,11,32.24,186,15.78,194,16.46,0,0,65,5.51,0,0,9,0.79,0,0
46,Manitoba,Manitoba,5/13/2020,,279,11,7,290,31416,,251,86.55,22777,,0,0,21.03,0.51,0,2.41,617,,0,11.03,32,2.32,17,1.23,1,0.07,6,0.44,0,0,1,0.06,0,0
35,Ontario,Ontario,5/13/2020,,21236,0,1770,21236,459524,,15845,74.61,31188,,329,1.57,144.13,12.01,40,8.33,14642,,454,17.05,3621,24.58,5508,37.38,769,5.22,2514,17.06,336,2.28,359,2.44,48,0.33
24,Quebec,Québec,5/13/2020,,39931,0,3220,39931,296528,,10470,26.22,34582,,706,1.8,465.69,37.55,89,8.06,5640,,414,65.72,26241,306.03,13337,155.54,1459,17.02,5604,65.36,710,8.28,801,9.34,101,1.18
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/13/2020,,261,0,3,261,10149,,247,94.64,19439,,0,0,49.99,0.57,0,1.15,106,,0,4.21,11,2.11,3,0.57,0,0,2,0.38,0,0,0,0.05,0,0
13,New Brunswick,Nouveau-Brunswick,5/13/2020,,120,0,0,120,17765,,118,98.33,22733,,0,0,15.36,0,0,0,426,,0,1.67,2,0.26,2,0.26,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,5/13/2020,,1024,0,51,1024,35811,,870,84.96,36566,,4,0.39,104.56,5.21,3,4.98,381,,6,10.06,103,10.52,89,9.09,23,2.35,26,2.65,10,1.02,4,0.38,1,0.15
11,Prince Edward Island,Île-du-Prince-Édouard,5/13/2020,,27,0,0,27,4199,,27,100,26305,,0,0,16.91,0,0,0,170,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
