pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
12,Nova Scotia,Nouvelle-Écosse,11/26/2020,,1257,0,65,1257,134690,,1078,85.76,137530,,14,1.13,128.35,6.64,0,5.17,2055,,2,9.07,114,11.64,123,12.56,0,0,102,10.42,0,0,15,1.49,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,11/26/2020,,70,0,0,70,56736,,68,97.14,355433,,0,0,43.85,0,0,0,635,,0,2.86,2,1.25,2,1.25,0,0,2,1.25,0,0,0,0.18,0,0
60,Yukon,Yukon,11/26/2020,,39,0,1,39,5113,,23,58.97,121588,,0,0,92.74,2.38,0,2.56,126,,0,38.46,15,35.67,15,35.67,0,0,13,30.91,0,0,2,4.42,0,0
61,Northwest Territories,Territoires du Nord-Ouest,11/26/2020,,15,0,0,15,6270,,15,100,138837,,0,0,33.21,0,0,0,53,,0,0,0,0,4,8.86,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,11/26/2020,,353097,0,11839,353097,11159813,,280923,79.56,293639,,5631,1.62,929.07,31.15,89,3.35,69045,,3691,17.09,60335,158.75,70520,185.55,1036,2.73,37346,98.27,534,1.41,5335,14.04,76,0.2
59,British Columbia,Colombie-Britannique,11/27/2020,,30884,0,395,30884,776728,,21304,68.98,150888,,911,3.04,599.96,7.67,11,1.28,7263,,1306,29.74,9185,178.43,9899,192.3,105,2.04,5410,105.1,64,1.24,773,15.01,9,0.18
48,Alberta,Alberta,11/27/2020,,53105,0,519,53105,1439367,,38369,72.25,325510,,1227,2.37,1200.96,11.74,9,0.98,6510,,1053,26.77,14217,321.52,15793,357.16,121,2.74,9153,206.99,57,1.29,1308,29.57,8,0.18
47,Saskatchewan,Saskatchewan,11/27/2020,,7691,0,44,7691,254311,,4384,57,215759,,329,4.47,652.51,3.73,4,0.57,2263,,208,42.43,3263,276.83,3178,269.62,15,1.27,1887,160.09,11,0.93,270,22.87,2,0.13
46,Manitoba,Manitoba,11/27/2020,,15632,0,280,15632,338105,,6487,41.5,245135,,344,2.25,1133.36,20.3,14,1.79,3298,,310,56.71,8865,642.73,5416,392.67,143,10.37,2713,196.7,73,5.29,388,28.1,10,0.76
35,Ontario,Ontario,11/27/2020,,111216,0,3635,111216,5926130,,94366,84.85,402207,,1855,1.7,754.82,24.67,20,3.27,56140,,1451,11.88,13215,89.69,20036,135.98,288,1.95,10426,70.76,144,0.98,1489,10.11,21,0.14
24,Quebec,Québec,11/27/2020,,138163,0,6984,138163,2157797,,119727,86.66,251651,,1269,0.93,1611.31,81.45,37,5.05,21587,,1236,8.29,11452,133.56,16968,197.89,398,4.64,8464,98.71,210,2.45,1209,14.1,30,0.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/27/2020,,331,0,4,331,61457,,296,89.43,117710,,4,1.22,63.4,0.77,0,1.21,879,,1,9.37,31,5.94,32,6.13,0,0,20,3.83,0,0,3,0.55,0,0
13,New Brunswick,Nouveau-Brunswick,11/27/2020,,477,0,7,477,97995,,356,74.63,125397,,12,2.58,61.04,0.9,0,1.47,1086,,3,23.9,114,14.59,119,15.23,1,0.13,76,9.73,1,0.13,11,1.39,0,0.02
12,Nova Scotia,Nouvelle-Écosse,11/27/2020,,1266,0,65,1266,136653,,1082,85.47,139534,,9,0.72,129.27,6.64,0,5.13,1963,,4,9.4,119,12.15,130,13.27,0,0,106,10.82,0,0,15,1.55,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,11/27/2020,,70,0,0,70,57943,,68,97.14,362995,,0,0,43.85,0,0,0,1207,,0,2.86,2,1.25,2,1.25,0,0,2,1.25,0,0,0,0.18,0,0
60,Yukon,Yukon,11/27/2020,,42,0,1,42,5113,,29,69.05,121588,,3,7.69,99.88,2.38,0,2.38,0,,6,28.57,12,28.54,18,42.8,0,0,13,30.91,0,0,2,4.42,0,0
61,Northwest Territories,Territoires du Nord-Ouest,11/27/2020,,15,0,0,15,6302,,15,100,139545,,0,0,33.21,0,0,0,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,11/27/2020,,359064,0,11934,359064,11262041,,286504,79.79,296329,,5967,1.69,944.78,31.4,95,3.32,102228,,5581,16.88,60626,159.52,71746,188.78,1071,2.82,38345,100.89,560,1.47,5478,14.41,80,0.21
59,British Columbia,Colombie-Britannique,11/28/2020,,31634,0,410,31634,783409,,21304,67.35,152186,,750,2.43,614.53,7.96,15,1.3,6681,,0,31.36,9920,192.71,9995,194.16,120,2.33,5447,105.81,79,1.53,778,15.12,11,0.22
48,Alberta,Alberta,11/28/2020,,54836,0,524,54836,1445984,,39381,71.82,327007,,1731,3.26,1240.11,11.85,5,0.96,6617,,1012,27.23,14931,337.66,16498,373.1,123,2.78,9548,215.93,53,1.2,1364,30.85,8,0.17
47,Saskatchewan,Saskatchewan,11/28/2020,,7888,0,45,7888,256171,,4521,57.31,217337,,197,2.56,669.22,3.82,1,0.57,1860,,137,42.11,3322,281.84,3068,260.29,16,1.36,1651,140.07,12,1.02,236,20.01,2,0.15
46,Manitoba,Manitoba,11/28/2020,,16118,0,290,16118,338105,,6804,42.21,245135,,486,3.11,1168.6,21.03,10,1.8,0,,317,55.99,9024,654.26,5665,410.73,138,10.01,2814,204.02,73,5.29,402,29.15,10,0.76
35,Ontario,Ontario,11/28/2020,,113038,0,3664,113038,5979414,,95876,84.82,405824,,1822,1.64,767.19,24.87,29,3.24,53284,,1510,11.94,13498,91.61,20277,137.62,297,2.02,10660,72.35,152,1.03,1523,10.34,22,0.15
24,Quebec,Québec,11/28/2020,,139643,0,7021,139643,2168061,,120906,86.58,252848,,1480,1.07,1628.57,81.88,37,5.03,10264,,1179,8.39,11716,136.64,17000,198.26,410,4.78,8755,102.1,215,2.51,1251,14.59,31,0.36
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/28/2020,,333,0,4,333,61834,,297,89.19,118433,,2,0.6,63.78,0.77,0,1.2,377,,1,9.61,32,6.13,32,6.13,0,0,17,3.26,0,0,2,0.47,0,0
13,New Brunswick,Nouveau-Brunswick,11/28/2020,,481,0,7,481,98513,,363,75.47,126060,,4,0.84,61.55,0.9,0,1.46,518,,7,23.08,111,14.2,117,14.97,1,0.13,57,7.29,1,0.13,8,1.04,0,0.02
12,Nova Scotia,Nouvelle-Écosse,11/28/2020,,1280,0,65,1280,139261,,1090,85.16,142197,,14,1.11,130.7,6.64,0,5.08,2608,,8,9.77,125,12.76,138,14.09,0,0,112,11.44,0,0,16,1.63,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,11/28/2020,,72,0,0,72,58524,,68,94.44,366634,,2,2.86,45.11,0,0,0,581,,0,5.56,4,2.51,4,2.51,0,0,4,2.51,0,0,1,0.36,0,0
60,Yukon,Yukon,11/28/2020,,45,0,1,45,5166,,29,64.44,122848,,3,7.14,107.01,2.38,0,2.22,53,,0,33.33,15,35.67,21,49.94,0,0,16,38.05,0,0,2,5.44,0,0
61,Northwest Territories,Territoires du Nord-Ouest,11/28/2020,,15,0,0,15,6302,,15,100,139545,,0,0,33.21,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,11/28/2020,,365560,0,12031,365560,11344925,,290700,79.52,298510,,6496,1.81,961.87,31.66,97,3.29,82884,,4196,17.19,62829,165.32,72975,192.01,1105,2.91,39136,102.98,585,1.54,5591,14.71,84,0.22
59,British Columbia,Colombie-Britannique,11/29/2020,,32642,0,427,32642,783409,,21304,65.27,152186,,1008,3.19,634.11,8.29,17,1.31,0,,0,33.43,10911,211.96,10344,200.94,137,2.66,5829,113.23,96,1.86,833,16.18,14,0.27
48,Alberta,Alberta,11/29/2020,,56444,0,533,56444,1445984,,40219,71.25,327007,,1608,2.93,1276.47,12.05,9,0.94,0,,838,27.8,15692,354.87,17115,387.05,126,2.85,9572,216.47,62,1.4,1367,30.92,9,0.2
47,Saskatchewan,Saskatchewan,11/29/2020,,8239,0,45,8239,258367,,4589,55.7,219200,,351,4.45,699,3.82,0,0.55,2196,,68,43.76,3605,305.85,3238,274.71,14,1.19,1766,149.83,12,1.02,252,21.4,2,0.15
46,Manitoba,Manitoba,11/29/2020,,16483,0,301,16483,338105,,7010,42.53,245135,,365,2.26,1195.06,21.82,11,1.83,0,,206,55.65,9172,664.99,5536,401.37,139,10.08,2939,213.08,72,5.22,420,30.44,10,0.75
35,Ontario,Ontario,11/29/2020,,114746,0,3688,114746,6031609,,97319,84.81,409366,,1708,1.51,778.78,25.03,24,3.21,52195,,1443,11.97,13739,93.25,20737,140.74,287,1.95,10834,73.53,162,1.1,1548,10.5,23,0.16
24,Quebec,Québec,11/29/2020,,141038,0,7033,141038,2177421,,122014,86.51,253939,,1395,1,1644.84,82.02,12,4.99,9360,,1108,8.5,11991,139.84,17184,200.41,407,4.75,8996,104.91,204,2.38,1285,14.99,29,0.34
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/29/2020,,337,0,4,337,62273,,297,88.13,119273,,4,1.2,64.55,0.77,0,1.19,439,,0,10.68,36,6.9,34,6.51,0,0,18,3.45,0,0,3,0.49,0,0
13,New Brunswick,Nouveau-Brunswick,11/29/2020,,495,0,7,495,99406,,369,74.55,127203,,14,2.91,63.34,0.9,0,1.41,893,,6,24.04,119,15.23,128,16.38,1,0.13,65,8.32,1,0.13,9,1.19,0,0.02
12,Nova Scotia,Nouvelle-Écosse,11/29/2020,,1290,0,65,1290,141190,,1100,85.27,144167,,10,0.78,131.72,6.64,0,5.04,1929,,10,9.69,125,12.76,146,14.91,0,0,111,11.33,0,0,16,1.62,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,11/29/2020,,72,0,0,72,59077,,68,94.44,370099,,0,0,45.11,0,0,0,553,,0,5.56,4,2.51,4,2.51,0,0,4,2.51,0,0,1,0.36,0,0
60,Yukon,Yukon,11/29/2020,,45,0,1,45,5166,,29,64.44,122848,,0,0,107.01,2.38,0,2.22,0,,0,33.33,15,35.67,21,49.94,0,0,13,30.91,0,0,2,4.42,0,0
61,Northwest Territories,Territoires du Nord-Ouest,11/29/2020,,15,0,0,15,6302,,15,100,139545,,0,0,33.21,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,11/29/2020,,372036,0,12104,372036,11412572,,294411,79.14,300289,,6476,1.77,978.91,31.85,73,3.25,67647,,3711,17.61,65521,172.4,74646,196.41,1111,2.92,40194,105.76,609,1.6,5742,15.11,87,0.23
59,British Columbia,Colombie-Britannique,11/30/2020,,33238,0,441,33238,783409,,23111,69.53,152186,,596,1.83,645.68,8.57,14,1.33,0,,1807,29.14,9686,188.16,10294,199.97,142,2.76,5831,113.27,93,1.81,833,16.18,13,0.26
48,Alberta,Alberta,11/30/2020,,58177,0,541,58177,1445984,,41182,70.79,327007,,1733,3.07,1315.66,12.23,8,0.93,0,,963,28.28,16454,372.1,17988,406.8,114,2.58,9756,220.63,65,1.47,1394,31.52,9,0.21
47,Saskatchewan,Saskatchewan,11/30/2020,,8564,0,47,8564,260818,,4638,54.16,221280,,325,3.94,726.57,3.99,2,0.55,2451,,49,45.29,3879,329.1,3382,286.93,16,1.36,1856,157.46,10,0.85,265,22.49,1,0.12
46,Manitoba,Manitoba,11/30/2020,,16825,0,312,16825,347108,,7253,43.11,251662,,342,2.07,1219.85,22.62,11,1.85,9003,,243,55.04,9260,671.37,5486,397.75,140,10.15,2738,198.51,76,5.51,391,28.36,11,0.79
35,Ontario,Ontario,11/30/2020,,116492,0,3696,116492,6069726,,98639,84.67,411953,,1746,1.52,790.63,25.08,8,3.17,38117,,1320,12.15,14157,96.08,20996,142.5,285,1.93,10991,74.6,151,1.02,1570,10.66,22,0.15
24,Quebec,Québec,11/30/2020,,142371,0,7056,142371,2186076,,123177,86.52,254949,,1333,0.95,1660.39,82.29,23,4.96,8655,,1163,8.53,12138,141.56,17299,201.75,405,4.72,9165,106.89,214,2.5,1309,15.27,31,0.36
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/30/2020,,338,0,4,338,62520,,298,88.17,119746,,1,0.3,64.74,0.77,0,1.18,247,,1,10.65,36,6.9,35,6.7,0,0,17,3.26,0,0,2,0.47,0,0
13,New Brunswick,Nouveau-Brunswick,11/30/2020,,501,0,7,501,100485,,374,74.65,128584,,6,1.21,64.11,0.9,0,1.4,1079,,5,23.95,120,15.36,126,16.12,1,0.13,56,7.17,0,0,8,1.02,0,0
12,Nova Scotia,Nouvelle-Écosse,11/30/2020,,1305,0,65,1305,143754,,1102,84.44,146785,,15,1.16,133.25,6.64,0,4.98,2564,,2,10.57,138,14.09,159,16.24,0,0,115,11.74,0,0,16,1.68,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,11/30/2020,,72,0,0,72,59923,,68,94.44,375399,,0,0,45.11,0,0,0,846,,0,5.56,4,2.51,4,2.51,0,0,3,1.88,0,0,0,0.27,0,0
60,Yukon,Yukon,11/30/2020,,47,0,1,47,5166,,29,61.7,122848,,2,4.44,111.77,2.38,0,2.13,0,,0,36.17,17,40.43,23,54.69,0,0,9,21.4,0,0,1,3.06,0,0
61,Northwest Territories,Territoires du Nord-Ouest,11/30/2020,,15,0,0,15,6355,,15,100,140719,,0,0,33.21,0,0,0,53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,11/30/2020,,378139,0,12170,378139,11475642,,299972,79.33,301949,,6103,1.64,994.97,32.02,66,3.22,63070,,5561,17.45,65997,173.65,75947,199.83,1103,2.9,40584,106.79,609,1.6,5798,15.26,87,0.23
59,British Columbia,Colombie-Britannique,12/1/2020,,33894,0,457,33894,802376,,23774,70.14,155870,,656,1.97,658.43,8.88,16,1.35,18967,,663,28.51,9663,187.71,10233,198.79,147,2.86,5546,107.74,99,1.92,792,15.39,14,0.27
48,Alberta,Alberta,12/1/2020,,59484,0,551,59484,1473584,,42305,71.12,333249,,1307,2.25,1345.22,12.46,10,0.93,27600,,1123,27.95,16628,376.04,18522,418.87,119,2.69,9948,224.97,59,1.33,1421,32.14,8,0.19
47,Saskatchewan,Saskatchewan,12/1/2020,,8745,0,51,8745,262262,,4875,55.75,222505,,181,2.11,741.93,4.33,4,0.58,1444,,237,43.67,3819,324.01,3323,281.93,20,1.7,1862,157.97,14,1.19,266,22.57,2,0.17
46,Manitoba,Manitoba,12/1/2020,,17107,0,328,17107,349309,,7713,45.09,253258,,282,1.68,1240.3,23.78,16,1.92,2201,,460,53,9066,657.31,5499,398.69,149,10.8,2549,184.81,80,5.8,364,26.4,11,0.83
35,Ontario,Ontario,12/1/2020,,118199,0,3703,118199,6103234,,100012,84.61,414228,,1707,1.47,802.22,25.13,7,3.13,33508,,1373,12.25,14484,98.3,21454,145.61,280,1.9,11689,79.33,144,0.98,1670,11.33,21,0.14
24,Quebec,Québec,12/1/2020,,143548,0,7084,143548,2194452,,124200,86.52,255926,,1177,0.83,1674.11,82.62,28,4.93,8376,,1023,8.54,12264,143.03,17494,204.02,409,4.77,9218,107.5,197,2.3,1317,15.36,28,0.33
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12/1/2020,,339,0,4,339,62844,,302,89.09,120367,,1,0.3,64.93,0.77,0,1.18,324,,4,9.73,33,6.32,34,6.51,0,0,16,3.06,0,0,2,0.44,0,0
13,New Brunswick,Nouveau-Brunswick,12/1/2020,,508,0,7,508,101550,,385,75.79,129946,,7,1.4,65.01,0.9,0,1.38,1065,,11,22.83,116,14.84,129,16.51,1,0.13,58,7.42,0,0,8,1.06,0,0
12,Nova Scotia,Nouvelle-Écosse,12/1/2020,,1315,0,65,1315,146919,,1108,84.26,150017,,10,0.77,134.27,6.64,0,4.94,3165,,6,10.8,142,14.5,164,16.75,0,0,88,8.99,0,0,13,1.28,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,12/1/2020,,72,0,0,72,60683,,68,94.44,380160,,0,0,45.11,0,0,0,760,,0,5.56,4,2.51,4,2.51,0,0,3,1.88,0,0,0,0.27,0,0
60,Yukon,Yukon,12/1/2020,,47,0,1,47,5336,,29,61.7,126891,,0,0,111.77,2.38,0,2.13,170,,0,36.17,17,40.43,22,52.32,0,0,9,21.4,0,0,1,3.06,0,0
61,Northwest Territories,Territoires du Nord-Ouest,12/1/2020,,15,0,0,15,6397,,15,100,141649,,0,0,33.21,0,0,0,42,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,12/1/2020,,383468,0,12251,383468,11573322,,304888,79.51,304519,,5329,1.41,1008.99,32.24,81,3.19,97680,,4916,17.3,66329,174.53,77000,202.6,1125,2.96,41024,107.94,593,1.56,5861,15.42,85,0.22
59,British Columbia,Colombie-Britannique,12/2/2020,,34728,0,469,34728,807438,,24424,70.33,156854,,834,2.46,674.63,9.11,12,1.35,5062,,650,28.32,9835,191.06,10306,200.21,149,2.89,5642,109.6,98,1.9,806,15.66,14,0.27
48,Alberta,Alberta,12/2/2020,,61169,0,561,61169,1487573,,43464,71.06,336412,,1685,2.83,1383.33,12.69,10,0.92,13989,,1159,28.03,17144,387.71,19477,440.47,118,2.67,10368,234.47,61,1.38,1481,33.5,9,0.2
47,Saskatchewan,Saskatchewan,12/2/2020,,8982,0,53,8982,263604,,4959,55.21,223643,,237,2.71,762.04,4.5,2,0.59,1342,,84,44.2,3970,336.82,3429,290.92,21,1.78,1935,164.17,16,1.36,276,23.45,2,0.19
46,Manitoba,Manitoba,12/2/2020,,17384,0,342,17384,351645,,8072,46.43,254951,,277,1.62,1260.38,24.8,14,1.97,2336,,359,51.6,8970,650.35,5377,389.85,152,11.02,2477,179.59,86,6.24,354,25.66,12,0.89
35,Ontario,Ontario,12/2/2020,,119922,0,3738,119922,6146013,,101698,84.8,417131,,1723,1.46,813.91,25.37,35,3.12,42779,,1686,12.08,14486,98.32,21760,147.69,283,1.92,12039,81.71,144,0.98,1720,11.67,21,0.14
24,Quebec,Québec,12/2/2020,,145062,0,7125,145062,2204216,,125197,86.31,257064,,1514,1.05,1691.77,83.09,41,4.91,9764,,997,8.78,12740,148.58,17829,207.93,415,4.84,9632,112.33,210,2.45,1376,16.05,30,0.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12/2/2020,,340,0,4,340,63163,,306,90,120978,,1,0.29,65.12,0.77,0,1.18,319,,4,8.82,30,5.75,33,6.32,0,0,16,3.06,0,0,2,0.44,0,0
13,New Brunswick,Nouveau-Brunswick,12/2/2020,,514,0,7,514,102612,,388,75.49,131305,,6,1.18,65.77,0.9,0,1.36,1062,,3,23.15,119,15.23,126,16.12,1,0.13,61,7.81,0,0,9,1.12,0,0
12,Nova Scotia,Nouvelle-Écosse,12/2/2020,,1332,0,65,1332,149259,,1140,85.59,152406,,17,1.29,136.01,6.64,0,4.88,2340,,32,9.53,127,12.97,178,18.18,0,0,89,9.09,0,0,13,1.3,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,12/2/2020,,72,0,0,72,61037,,68,94.44,382377,,0,0,45.11,0,0,0,354,,0,5.56,4,2.51,4,2.51,0,0,2,1.25,0,0,0,0.18,0,0
60,Yukon,Yukon,12/2/2020,,49,0,1,49,5399,,29,59.18,128389,,2,4.26,116.52,2.38,0,2.04,63,,0,38.78,19,45.18,24,57.07,0,0,10,23.78,0,0,1,3.4,0,0
61,Northwest Territories,Territoires du Nord-Ouest,12/2/2020,,15,0,0,15,6434,,15,100,142468,,0,0,33.21,0,0,0,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,12/2/2020,,389775,0,12365,389775,11652814,,309886,79.5,306611,,6307,1.64,1025.58,32.53,114,3.17,79492,,4998,17.32,67524,177.67,78666,206.99,1139,3,42309,111.32,615,1.62,6044,15.9,88,0.23
59,British Columbia,Colombie-Britannique,12/3/2020,,35421,0,481,35421,815367,,24928,70.38,158394,,693,2,688.09,9.34,12,1.36,7929,,504,28.27,10012,194.49,10463,203.26,160,3.11,5448,105.83,97,1.88,778,15.12,14,0.27
48,Alberta,Alberta,12/3/2020,,63023,0,575,63023,1495622,,44705,70.93,338232,,1854,3.03,1425.25,13,14,0.91,8049,,1241,28.15,17743,401.26,20226,457.41,124,2.8,11145,252.04,65,1.47,1592,36.01,9,0.21
47,Saskatchewan,Saskatchewan,12/3/2020,,9243,0,54,9243,265300,,5173,55.97,225082,,261,2.91,784.18,4.58,1,0.58,1696,,214,43.45,4016,340.72,3592,304.75,22,1.87,1881,159.59,14,1.19,269,22.8,2,0.17
46,Manitoba,Manitoba,12/3/2020,,17751,0,353,17751,354449,,8268,46.58,256984,,367,2.11,1286.99,25.59,11,1.99,2804,,196,51.43,9130,661.95,5269,382.02,155,11.24,2463,178.57,87,6.31,352,25.51,12,0.9
35,Ontario,Ontario,12/3/2020,,121746,0,3752,121746,6197157,,103239,84.8,420602,,1824,1.52,826.29,25.46,14,3.08,51144,,1541,12.12,14755,100.14,22374,151.85,269,1.83,12385,84.06,137,0.93,1769,12.01,20,0.13
24,Quebec,Québec,12/3/2020,,146532,0,7155,146532,2215810,,126179,86.11,258416,,1470,1.01,1708.91,83.44,30,4.88,11594,,982,9.01,13198,153.92,18092,211,411,4.79,9638,112.4,208,2.43,1377,16.06,30,0.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12/3/2020,,340,0,4,340,63583,,307,90.29,121782,,0,0,65.12,0.77,0,1.18,420,,1,8.53,29,5.55,32,6.13,0,0,13,2.49,0,0,2,0.36,0,0
13,New Brunswick,Nouveau-Brunswick,12/3/2020,,520,0,7,520,103791,,402,77.31,132814,,6,1.17,66.54,0.9,0,1.35,1179,,14,21.35,111,14.2,128,16.38,1,0.13,55,7.04,0,0,8,1.01,0,0
12,Nova Scotia,Nouvelle-Écosse,12/3/2020,,1343,0,65,1343,150559,,1159,86.3,153733,,11,0.83,137.13,6.64,0,4.84,1300,,19,8.86,119,12.15,188,19.2,0,0,86,8.78,0,0,12,1.25,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,12/3/2020,,73,0,0,73,61621,,68,93.15,386036,,1,1.39,45.73,0,0,0,584,,0,6.85,5,3.13,5,3.13,0,0,3,1.88,0,0,0,0.27,0,0
60,Yukon,Yukon,12/3/2020,,50,0,1,50,5488,,29,58,130505,,1,2.04,118.9,2.38,0,2,89,,0,40,20,47.56,24,57.07,0,0,11,26.16,0,0,2,3.74,0,0
61,Northwest Territories,Territoires du Nord-Ouest,12/3/2020,,15,0,0,15,6482,,15,100,143531,,0,0,33.21,0,0,0,48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,12/3/2020,,396268,0,12447,396268,11739689,,314608,79.39,308897,,6493,1.67,1042.67,32.75,82,3.14,86875,,4722,17.47,69213,182.11,80517,211.86,1142,3,43171,113.59,608,1.6,6167,16.23,87,0.23
59,British Columbia,Colombie-Britannique,12/4/2020,,36132,0,492,36132,822120,,25658,71.01,159706,,711,2.01,701.9,9.56,11,1.36,6753,,730,27.63,9982,193.91,10658,207.04,161,3.13,5248,101.95,97,1.88,750,14.56,14,0.27
48,Alberta,Alberta,12/4/2020,,64851,0,590,64851,1502472,,46018,70.96,339782,,1828,2.9,1466.59,13.34,15,0.91,6850,,1313,28.13,18243,412.56,20899,472.63,128,2.89,11746,265.63,71,1.61,1678,37.95,10,0.23
47,Saskatchewan,Saskatchewan,12/4/2020,,9526,0,55,9526,267348,,5356,56.23,226820,,283,3.06,808.19,4.67,1,0.58,2048,,183,43.2,4115,349.12,3722,315.78,22,1.87,1835,155.68,11,0.93,262,22.24,2,0.13
46,Manitoba,Manitoba,12/4/2020,,18069,0,362,18069,357524,,8535,47.24,259214,,318,1.79,1310.05,26.25,9,2,3075,,267,50.76,9172,664.99,5150,373.39,155,11.24,2437,176.69,82,5.95,348,25.24,12,0.85
35,Ontario,Ontario,12/4/2020,,123526,0,3777,123526,6251327,,104792,84.83,424279,,1780,1.46,838.37,25.63,25,3.06,54170,,1553,12.11,14957,101.51,22736,154.31,286,1.94,12310,83.55,142,0.96,1759,11.94,20,0.14
24,Quebec,Québec,12/4/2020,,147877,0,7183,147877,2226791,,127549,86.25,259697,,1345,0.92,1724.6,83.77,28,4.86,10981,,1370,8.89,13145,153.3,18178,212,409,4.77,9714,113.29,199,2.32,1388,16.18,28,0.33
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12/4/2020,,343,0,4,343,63887,,312,90.96,122365,,3,0.88,65.7,0.77,0,1.17,304,,5,7.87,27,5.17,32,6.13,0,0,12,2.3,0,0,2,0.33,0,0
13,New Brunswick,Nouveau-Brunswick,12/4/2020,,528,0,7,528,104518,,410,77.65,133744,,8,1.54,67.56,0.9,0,1.33,727,,8,21.02,111,14.2,127,16.25,1,0.13,51,6.53,0,0,7,0.93,0,0
12,Nova Scotia,Nouvelle-Écosse,12/4/2020,,1358,0,65,1358,151573,,1176,86.6,154769,,15,1.12,138.66,6.64,0,4.79,1014,,17,8.62,117,11.95,198,20.22,0,0,92,9.39,0,0,13,1.34,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,12/4/2020,,73,0,0,73,62046,,68,93.15,388699,,0,0,45.73,0,0,0,425,,0,6.85,5,3.13,5,3.13,0,0,3,1.88,0,0,0,0.27,0,0
60,Yukon,Yukon,12/4/2020,,51,0,1,51,5522,,39,76.47,131314,,1,2,121.28,2.38,0,1.96,34,,10,21.57,11,26.16,22,52.32,0,0,9,21.4,0,0,1,3.06,0,0
61,Northwest Territories,Territoires du Nord-Ouest,12/4/2020,,15,0,0,15,6511,,15,100,144173,,0,0,33.21,0,0,0,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Canada,Canada,12/4/2020,,402568,0,12536,402568,11826099,,320096,79.51,311170,,6300,1.59,1059.24,32.98,89,3.11,86410,,5488,17.37,69936,184.02,81849,215.36,1162,3.06,43504,114.47,602,1.58,6215,16.35,86,0.23
59,British Columbia,Colombie-Britannique,12/5/2020,,36779,0,510,36779,828968,,25658,69.76,161036,,647,1.79,714.47,9.91,18,1.39,6848,,0,28.85,10611,206.13,10592,205.76,179,3.48,5145,99.95,100,1.94,735,14.28,14,0.28
48,Alberta,Alberta,12/5/2020,,66730,0,596,66730,1502472,,47328,70.92,339782,,1879,2.9,1509.09,13.48,6,0.89,0,,1310,28.18,18806,425.29,21442,484.91,125,2.83,11894,268.98,72,1.63,1699,38.43,10,0.23
47,Saskatchewan,Saskatchewan,12/5/2020,,9729,0,55,9729,269310,,5484,56.37,228484,,203,2.13,825.41,4.67,0,0.57,1962,,128,43.07,4190,355.48,3492,296.26,22,1.87,1841,156.19,10,0.85,263,22.31,1,0.12
46,Manitoba,Manitoba,12/5/2020,,18423,0,381,18423,357524,,8927,48.46,259214,,354,1.96,1335.71,27.62,19,2.07,0,,392,49.48,9115,660.86,5119,371.14,164,11.89,2305,167.12,91,6.6,329,23.87,13,0.94
35,Ontario,Ontario,12/5/2020,,125385,0,3797,125385,6308784,,106416,84.87,428178,,1859,1.5,850.99,25.77,20,3.03,57457,,1624,12.1,15172,102.97,23007,156.15,285,1.93,12347,83.8,133,0.9,1764,11.97,19,0.13
